"tcin","type","id","gtin","sort_by","search_term","category_id","url","customer_zipcode","page","max_page","delivery_type","include_out_of_stock","facets","reviewer_type","review_stars","review_media_type","store_stock_zipcode","only_in_stock"
 "53925875","product",,,,,,,,,,,,,,,,,
 "87677849","product",,,,,,,,,,,,,,,,,
 "53271731","product",,,,,,,,,,,,,,,,,
 "14985647","product",,,,,,,,,,,,,,,,,
 "14983847","product",,,,,,,,,,,,,,,,,
 "12945722","product",,,,,,,,,,,,,,,,,
 "47993581","product",,,,,,,,,,,,,,,,,
 "87605927","product",,,,,,,,,,,,,,,,,
 "14765234","product",,,,,,,,,,,,,,,,,
 "47137345","product",,,,,,,,,,,,,,,,,
 "81623788","product",,,,,,,,,,,,,,,,,
 "81858682","product",,,,,,,,,,,,,,,,,
 "12945775","product",,,,,,,,,,,,,,,,,
 "13330984","product",,,,,,,,,,,,,,,,,
 "47137292","product",,,,,,,,,,,,,,,,,
 "85580593","product",,,,,,,,,,,,,,,,,
 "14723316","product",,,,,,,,,,,,,,,,,
 "15414900","product",,,,,,,,,,,,,,,,,
 "13385854","product",,,,,,,,,,,,,,,,,
 "83086014","product",,,,,,,,,,,,,,,,,
 "80875665","product",,,,,,,,,,,,,,,,,
 "12959371","product",,,,,,,,,,,,,,,,,
 "15389568","product",,,,,,,,,,,,,,,,,
 "53054389","product",,,,,,,,,,,,,,,,,
 "52454375","product",,,,,,,,,,,,,,,,,
 "52355190","product",,,,,,,,,,,,,,,,,
 "12992572","product",,,,,,,,,,,,,,,,,
 "13192280","product",,,,,,,,,,,,,,,,,
 "47137538","product",,,,,,,,,,,,,,,,,
 "54249563","product",,,,,,,,,,,,,,,,,
 "81622777","product",,,,,,,,,,,,,,,,,
 "47137368","product",,,,,,,,,,,,,,,,,
 "47137275","product",,,,,,,,,,,,,,,,,
 "89718738","product",,,,,,,,,,,,,,,,,
 "14985649","product",,,,,,,,,,,,,,,,,
 "53038557","product",,,,,,,,,,,,,,,,,
 "14388320","product",,,,,,,,,,,,,,,,,
 "53968181","product",,,,,,,,,,,,,,,,,
 "14901126","product",,,,,,,,,,,,,,,,,
 "12936143","product",,,,,,,,,,,,,,,,,
 "54241202","product",,,,,,,,,,,,,,,,,
 "14904163","product",,,,,,,,,,,,,,,,,
 "12959973","product",,,,,,,,,,,,,,,,,
 "48634795","product",,,,,,,,,,,,,,,,,
 "13536136","product",,,,,,,,,,,,,,,,,
 "54252678","product",,,,,,,,,,,,,,,,,
 "79833305","product",,,,,,,,,,,,,,,,,
 "47910922","product",,,,,,,,,,,,,,,,,
 "83910913","product",,,,,,,,,,,,,,,,,
 "79331003","product",,,,,,,,,,,,,,,,,
 "47137534","product",,,,,,,,,,,,,,,,,
 "12935552","product",,,,,,,,,,,,,,,,,
 "15421175","product",,,,,,,,,,,,,,,,,
 "47137656","product",,,,,,,,,,,,,,,,,
 "47984950","product",,,,,,,,,,,,,,,,,
 "53187420","product",,,,,,,,,,,,,,,,,
 "47137363","product",,,,,,,,,,,,,,,,,
 "50865432","product",,,,,,,,,,,,,,,,,
 "52212375","product",,,,,,,,,,,,,,,,,
 "83019990","product",,,,,,,,,,,,,,,,,
 "53054360","product",,,,,,,,,,,,,,,,,
 "50011181","product",,,,,,,,,,,,,,,,,
 "13392250","product",,,,,,,,,,,,,,,,,
 "81509379","product",,,,,,,,,,,,,,,,,
 "87500126","product",,,,,,,,,,,,,,,,,
 "47137269","product",,,,,,,,,,,,,,,,,
 "54512223","product",,,,,,,,,,,,,,,,,
 "14723286","product",,,,,,,,,,,,,,,,,
 "13397326","product",,,,,,,,,,,,,,,,,
 "51872519","product",,,,,,,,,,,,,,,,,
 "47137346","product",,,,,,,,,,,,,,,,,
 "13327044","product",,,,,,,,,,,,,,,,,
 "47137268","product",,,,,,,,,,,,,,,,,
 "79391002","product",,,,,,,,,,,,,,,,,
 "15389256","product",,,,,,,,,,,,,,,,,
 "14765233","product",,,,,,,,,,,,,,,,,
 "54459281","product",,,,,,,,,,,,,,,,,
 "52036637","product",,,,,,,,,,,,,,,,,
 "87543745","product",,,,,,,,,,,,,,,,,
 "54567405","product",,,,,,,,,,,,,,,,,
 "53141386","product",,,,,,,,,,,,,,,,,
 "47137716","product",,,,,,,,,,,,,,,,,
 "82019832","product",,,,,,,,,,,,,,,,,
 "78656040","product",,,,,,,,,,,,,,,,,
 "89297511","product",,,,,,,,,,,,,,,,,
 "81877852","product",,,,,,,,,,,,,,,,,
 "15024334","product",,,,,,,,,,,,,,,,,
 "13022486","product",,,,,,,,,,,,,,,,,
 "52131391","product",,,,,,,,,,,,,,,,,
 "47896482","product",,,,,,,,,,,,,,,,,
 "47137719","product",,,,,,,,,,,,,,,,,
 "82236500","product",,,,,,,,,,,,,,,,,
 "52159967","product",,,,,,,,,,,,,,,,,
 "81877826","product",,,,,,,,,,,,,,,,,
 "53039846","product",,,,,,,,,,,,,,,,,
 "54637053","product",,,,,,,,,,,,,,,,,
 "13237441","product",,,,,,,,,,,,,,,,,
 "89718658","product",,,,,,,,,,,,,,,,,
 "52473058","product",,,,,,,,,,,,,,,,,
 "14836478","product",,,,,,,,,,,,,,,,,
 "53058538","product",,,,,,,,,,,,,,,,,
 "52993997","product",,,,,,,,,,,,,,,,,
 "13257686","product",,,,,,,,,,,,,,,,,
 "47137257","product",,,,,,,,,,,,,,,,,
 "53038484","product",,,,,,,,,,,,,,,,,
 "47961310","product",,,,,,,,,,,,,,,,,
 "87802042","product",,,,,,,,,,,,,,,,,
 "83109264","product",,,,,,,,,,,,,,,,,
 "54637372","product",,,,,,,,,,,,,,,,,
 "53197469","product",,,,,,,,,,,,,,,,,
 "51872630","product",,,,,,,,,,,,,,,,,
 "12945824","product",,,,,,,,,,,,,,,,,
 "53423817","product",,,,,,,,,,,,,,,,,
 "47137397","product",,,,,,,,,,,,,,,,,
 "85832674","product",,,,,,,,,,,,,,,,,
 "47137344","product",,,,,,,,,,,,,,,,,
 "49121428","product",,,,,,,,,,,,,,,,,
 "47993582","product",,,,,,,,,,,,,,,,,
 "89718795","product",,,,,,,,,,,,,,,,,
 "47137644","product",,,,,,,,,,,,,,,,,
 "14723285","product",,,,,,,,,,,,,,,,,
 "78272387","product",,,,,,,,,,,,,,,,,
 "13198308","product",,,,,,,,,,,,,,,,,
 "82496141","product",,,,,,,,,,,,,,,,,
 "47137414","product",,,,,,,,,,,,,,,,,
 "47137500","product",,,,,,,,,,,,,,,,,
 "13782530","product",,,,,,,,,,,,,,,,,
 "86281266","product",,,,,,,,,,,,,,,,,
 "47137317","product",,,,,,,,,,,,,,,,,
 "14767379","product",,,,,,,,,,,,,,,,,
 "14754574","product",,,,,,,,,,,,,,,,,
 "14904162","product",,,,,,,,,,,,,,,,,
 "47137279","product",,,,,,,,,,,,,,,,,
 "47779107","product",,,,,,,,,,,,,,,,,
 "13301152","product",,,,,,,,,,,,,,,,,
 "47137577","product",,,,,,,,,,,,,,,,,
 "50303654","product",,,,,,,,,,,,,,,,,
 "14871303","product",,,,,,,,,,,,,,,,,
 "12960036","product",,,,,,,,,,,,,,,,,
 "47137681","product",,,,,,,,,,,,,,,,,
 "88952511","product",,,,,,,,,,,,,,,,,
 "89372082","product",,,,,,,,,,,,,,,,,
 "14774404","product",,,,,,,,,,,,,,,,,
 "81314896","product",,,,,,,,,,,,,,,,,
 "80028974","product",,,,,,,,,,,,,,,,,
 "16972584","product",,,,,,,,,,,,,,,,,
 "79373052","product",,,,,,,,,,,,,,,,,
 "13392141","product",,,,,,,,,,,,,,,,,
 "47579161","product",,,,,,,,,,,,,,,,,
 "87659125","product",,,,,,,,,,,,,,,,,
 "47137270","product",,,,,,,,,,,,,,,,,
 "47137453","product",,,,,,,,,,,,,,,,,
 "53783464","product",,,,,,,,,,,,,,,,,
 "89194077","product",,,,,,,,,,,,,,,,,
 "47137680","product",,,,,,,,,,,,,,,,,
 "89297777","product",,,,,,,,,,,,,,,,,
 "54491877","product",,,,,,,,,,,,,,,,,
 "83023459","product",,,,,,,,,,,,,,,,,
 "47137282","product",,,,,,,,,,,,,,,,,
 "54571204","product",,,,,,,,,,,,,,,,,
 "52711579","product",,,,,,,,,,,,,,,,,
 "47137438","product",,,,,,,,,,,,,,,,,
 "88041571","product",,,,,,,,,,,,,,,,,
 "47137602","product",,,,,,,,,,,,,,,,,
 "81818978","product",,,,,,,,,,,,,,,,,
 "78901008","product",,,,,,,,,,,,,,,,,
 "75567151","product",,,,,,,,,,,,,,,,,
 "81813145","product",,,,,,,,,,,,,,,,,
 "81874858","product",,,,,,,,,,,,,,,,,
 "53805732","product",,,,,,,,,,,,,,,,,
 "53305914","product",,,,,,,,,,,,,,,,,
 "14932084","product",,,,,,,,,,,,,,,,,
 "53038402","product",,,,,,,,,,,,,,,,,
 "79945403","product",,,,,,,,,,,,,,,,,
 "47137332","product",,,,,,,,,,,,,,,,,
 "47137302","product",,,,,,,,,,,,,,,,,
 "54490189","product",,,,,,,,,,,,,,,,,
 "14277946","product",,,,,,,,,,,,,,,,,
 "47960544","product",,,,,,,,,,,,,,,,,
 "79618130","product",,,,,,,,,,,,,,,,,
 "88928238","product",,,,,,,,,,,,,,,,,
 "14826444","product",,,,,,,,,,,,,,,,,
 "88115865","product",,,,,,,,,,,,,,,,,
 "50299961","product",,,,,,,,,,,,,,,,,
 "16200472","product",,,,,,,,,,,,,,,,,
 "12935652","product",,,,,,,,,,,,,,,,,
 "50835895","product",,,,,,,,,,,,,,,,,
 "53838148","product",,,,,,,,,,,,,,,,,
 "18786890","product",,,,,,,,,,,,,,,,,
 "39602274","product",,,,,,,,,,,,,,,,,
 "14930378","product",,,,,,,,,,,,,,,,,
 "85282334","product",,,,,,,,,,,,,,,,,
 "84626433","product",,,,,,,,,,,,,,,,,
 "54637395","product",,,,,,,,,,,,,,,,,
 "88928260","product",,,,,,,,,,,,,,,,,
 "89372000","product",,,,,,,,,,,,,,,,,
 "14772934","product",,,,,,,,,,,,,,,,,
 "16229584","product",,,,,,,,,,,,,,,,,
 "14992707","product",,,,,,,,,,,,,,,,,
 "50277042","product",,,,,,,,,,,,,,,,,
 "13244455","product",,,,,,,,,,,,,,,,,
 "17079652","product",,,,,,,,,,,,,,,,,
 "82801318","product",,,,,,,,,,,,,,,,,
 "88928285","product",,,,,,,,,,,,,,,,,
 "90190765","product",,,,,,,,,,,,,,,,,
 "90307364","product",,,,,,,,,,,,,,,,,
 "14769489","product",,,,,,,,,,,,,,,,,
 "81838523","product",,,,,,,,,,,,,,,,,
 "88928270","product",,,,,,,,,,,,,,,,,
 "54221647","product",,,,,,,,,,,,,,,,,
 "90190731","product",,,,,,,,,,,,,,,,,
 "14277947","product",,,,,,,,,,,,,,,,,
 "88170916","product",,,,,,,,,,,,,,,,,
 "12988784","product",,,,,,,,,,,,,,,,,
 "54212639","product",,,,,,,,,,,,,,,,,
 "13146653","product",,,,,,,,,,,,,,,,,
 "89370526","product",,,,,,,,,,,,,,,,,
 "12953996","product",,,,,,,,,,,,,,,,,
 "13244914","product",,,,,,,,,,,,,,,,,
 "13376577","product",,,,,,,,,,,,,,,,,
 "13062585","product",,,,,,,,,,,,,,,,,
 "79395020","product",,,,,,,,,,,,,,,,,
 "12959572","product",,,,,,,,,,,,,,,,,
 "87094824","product",,,,,,,,,,,,,,,,,
 "79560467","product",,,,,,,,,,,,,,,,,
 "16721792","product",,,,,,,,,,,,,,,,,
 "13335745","product",,,,,,,,,,,,,,,,,
 "88928290","product",,,,,,,,,,,,,,,,,
 "14827458","product",,,,,,,,,,,,,,,,,
 "14826462","product",,,,,,,,,,,,,,,,,
 "87436930","product",,,,,,,,,,,,,,,,,
 "17294050","product",,,,,,,,,,,,,,,,,
 "14871909","product",,,,,,,,,,,,,,,,,
 "47093266","product",,,,,,,,,,,,,,,,,
 "81638103","product",,,,,,,,,,,,,,,,,
 "14826443","product",,,,,,,,,,,,,,,,,
 "17016222","product",,,,,,,,,,,,,,,,,
 "13146645","product",,,,,,,,,,,,,,,,,
 "81811575","product",,,,,,,,,,,,,,,,,
 "16744117","product",,,,,,,,,,,,,,,,,
 "76201415","product",,,,,,,,,,,,,,,,,
 "54540794","product",,,,,,,,,,,,,,,,,
 "14782757","product",,,,,,,,,,,,,,,,,
 "88170915","product",,,,,,,,,,,,,,,,,
 "88508633","product",,,,,,,,,,,,,,,,,
 "88224140","product",,,,,,,,,,,,,,,,,
 "88679061","product",,,,,,,,,,,,,,,,,
 "89631203","product",,,,,,,,,,,,,,,,,
 "89297559","product",,,,,,,,,,,,,,,,,
 "85028884","product",,,,,,,,,,,,,,,,,
 "88678973","product",,,,,,,,,,,,,,,,,
 "15024884","product",,,,,,,,,,,,,,,,,
 "51902019","product",,,,,,,,,,,,,,,,,
 "89920967","product",,,,,,,,,,,,,,,,,
 "82226831","product",,,,,,,,,,,,,,,,,
 "54205598","product",,,,,,,,,,,,,,,,,
 "78617640","product",,,,,,,,,,,,,,,,,
 "88041572","product",,,,,,,,,,,,,,,,,
 "16230597","product",,,,,,,,,,,,,,,,,
 "15031849","product",,,,,,,,,,,,,,,,,
 "15006392","product",,,,,,,,,,,,,,,,,
 "14772932","product",,,,,,,,,,,,,,,,,
 "54212631","product",,,,,,,,,,,,,,,,,
 "13282446","product",,,,,,,,,,,,,,,,,
 "89825264","product",,,,,,,,,,,,,,,,,
 "13208625","product",,,,,,,,,,,,,,,,,
 "54252587","product",,,,,,,,,,,,,,,,,
 "51931569","product",,,,,,,,,,,,,,,,,
 "12953995","product",,,,,,,,,,,,,,,,,
 "54370678","product",,,,,,,,,,,,,,,,,
 "86256603","product",,,,,,,,,,,,,,,,,
 "79694614","product",,,,,,,,,,,,,,,,,
 "54212721","product",,,,,,,,,,,,,,,,,
 "83023340","product",,,,,,,,,,,,,,,,,
 "54557960","product",,,,,,,,,,,,,,,,,
 "88952497","product",,,,,,,,,,,,,,,,,
 "87404912","product",,,,,,,,,,,,,,,,,
 "14826445","product",,,,,,,,,,,,,,,,,
 "53448360","product",,,,,,,,,,,,,,,,,
 "81842078","product",,,,,,,,,,,,,,,,,
 "79373161","product",,,,,,,,,,,,,,,,,
 "54583838","product",,,,,,,,,,,,,,,,,
 "47750148","product",,,,,,,,,,,,,,,,,
 "87914160","product",,,,,,,,,,,,,,,,,
 "54212635","product",,,,,,,,,,,,,,,,,
 "52799600","product",,,,,,,,,,,,,,,,,
 "85001393","product",,,,,,,,,,,,,,,,,
 "88390053","product",,,,,,,,,,,,,,,,,
 "15847567","product",,,,,,,,,,,,,,,,,
 "47092648","product",,,,,,,,,,,,,,,,,
 "88224179","product",,,,,,,,,,,,,,,,,
 "47093849","product",,,,,,,,,,,,,,,,,
 "16972587","product",,,,,,,,,,,,,,,,,
 "52047991","product",,,,,,,,,,,,,,,,,
 "82574602","product",,,,,,,,,,,,,,,,,
 "89282199","product",,,,,,,,,,,,,,,,,
 "80432889","product",,,,,,,,,,,,,,,,,
 "87922069","product",,,,,,,,,,,,,,,,,
 "79684594","product",,,,,,,,,,,,,,,,,
 "80627647","product",,,,,,,,,,,,,,,,,
 "13244462","product",,,,,,,,,,,,,,,,,
 "89029879","product",,,,,,,,,,,,,,,,,
 "14932064","product",,,,,,,,,,,,,,,,,
 "89920955","product",,,,,,,,,,,,,,,,,
 "14774450","product",,,,,,,,,,,,,,,,,
 "15031850","product",,,,,,,,,,,,,,,,,
 "89718646","product",,,,,,,,,,,,,,,,,
 "13192334","product",,,,,,,,,,,,,,,,,
 "15421176","product",,,,,,,,,,,,,,,,,
 "49156087","product",,,,,,,,,,,,,,,,,
 "88170910","product",,,,,,,,,,,,,,,,,
 "14751843","product",,,,,,,,,,,,,,,,,
 "14826449","product",,,,,,,,,,,,,,,,,
 "13148403","product",,,,,,,,,,,,,,,,,
 "89281993","product",,,,,,,,,,,,,,,,,
 "82696280","product",,,,,,,,,,,,,,,,,
 "82210933","product",,,,,,,,,,,,,,,,,
 "15386017","product",,,,,,,,,,,,,,,,,
 "81624435","product",,,,,,,,,,,,,,,,,
 "88679071","product",,,,,,,,,,,,,,,,,
 "89297606","product",,,,,,,,,,,,,,,,,
 "89718688","product",,,,,,,,,,,,,,,,,
 "89029898","product",,,,,,,,,,,,,,,,,
 "90190862","product",,,,,,,,,,,,,,,,,
 "88952545","product",,,,,,,,,,,,,,,,,
 "89920909","product",,,,,,,,,,,,,,,,,
 "90190914","product",,,,,,,,,,,,,,,,,
 "90190738","product",,,,,,,,,,,,,,,,,
 "89920948","product",,,,,,,,,,,,,,,,,
 "89920925","product",,,,,,,,,,,,,,,,,
 "89920951","product",,,,,,,,,,,,,,,,,
 "17078504","product",,,,,,,,,,,,,,,,,
 "90190852","product",,,,,,,,,,,,,,,,,
 "90190882","product",,,,,,,,,,,,,,,,,
 "12935471","product",,,,,,,,,,,,,,,,,
 "89920962","product",,,,,,,,,,,,,,,,,
 "89920905","product",,,,,,,,,,,,,,,,,
 "89920940","product",,,,,,,,,,,,,,,,,
 "89920923","product",,,,,,,,,,,,,,,,,
 "88953180","product",,,,,,,,,,,,,,,,,
 "88679069","product",,,,,,,,,,,,,,,,,
 "90473103","product",,,,,,,,,,,,,,,,,
 "88679050","product",,,,,,,,,,,,,,,,,
 "15123635","product",,,,,,,,,,,,,,,,,
 "89920953","product",,,,,,,,,,,,,,,,,
 "88733079","product",,,,,,,,,,,,,,,,,
 "89631173","product",,,,,,,,,,,,,,,,,
 "89631224","product",,,,,,,,,,,,,,,,,
 "88787357","product",,,,,,,,,,,,,,,,,
 "88928286","product",,,,,,,,,,,,,,,,,
 "12945940","product",,,,,,,,,,,,,,,,,
 "88679084","product",,,,,,,,,,,,,,,,,
 "88679020","product",,,,,,,,,,,,,,,,,
 "88679064","product",,,,,,,,,,,,,,,,,
 "88928253","product",,,,,,,,,,,,,,,,,
 "89631215","product",,,,,,,,,,,,,,,,,
 "88679005","product",,,,,,,,,,,,,,,,,
 "89631161","product",,,,,,,,,,,,,,,,,
 "89920913","product",,,,,,,,,,,,,,,,,
 "89920934","product",,,,,,,,,,,,,,,,,
 "89920958","product",,,,,,,,,,,,,,,,,
 "89969596","product",,,,,,,,,,,,,,,,,
 "89920903","product",,,,,,,,,,,,,,,,,
 "89631191","product",,,,,,,,,,,,,,,,,
 "89282148","product",,,,,,,,,,,,,,,,,
 "13374157","product",,,,,,,,,,,,,,,,,
 "13373588","product",,,,,,,,,,,,,,,,,
 "76201441","product",,,,,,,,,,,,,,,,,
 "13374154","product",,,,,,,,,,,,,,,,,
 "89282130","product",,,,,,,,,,,,,,,,,
 "89920971","product",,,,,,,,,,,,,,,,,
 "89631202","product",,,,,,,,,,,,,,,,,
 "89920961","product",,,,,,,,,,,,,,,,,
 "89631186","product",,,,,,,,,,,,,,,,,
 "89631192","product",,,,,,,,,,,,,,,,,
 "88679091","product",,,,,,,,,,,,,,,,,
 "89282363","product",,,,,,,,,,,,,,,,,
 "88679070","product",,,,,,,,,,,,,,,,,
 "88881290","product",,,,,,,,,,,,,,,,,
 "89631179","product",,,,,,,,,,,,,,,,,
 "89631222","product",,,,,,,,,,,,,,,,,
 "90190870","product",,,,,,,,,,,,,,,,,
 "88679055","product",,,,,,,,,,,,,,,,,
 "89297585","product",,,,,,,,,,,,,,,,,
 "88679051","product",,,,,,,,,,,,,,,,,
 "88679082","product",,,,,,,,,,,,,,,,,
 "88928225","product",,,,,,,,,,,,,,,,,
 "12953514","product",,,,,,,,,,,,,,,,,
 "78814990","product",,,,,,,,,,,,,,,,,
 "89718669","product",,,,,,,,,,,,,,,,,
 "14790309","product",,,,,,,,,,,,,,,,,
 "88928273","product",,,,,,,,,,,,,,,,,
 "13374348","product",,,,,,,,,,,,,,,,,
 "89825315","product",,,,,,,,,,,,,,,,,
 "50350813","product",,,,,,,,,,,,,,,,,
 "89825319","product",,,,,,,,,,,,,,,,,
 "90190891","product",,,,,,,,,,,,,,,,,
 "88881274","product",,,,,,,,,,,,,,,,,
 "89631181","product",,,,,,,,,,,,,,,,,
 "90190756","product",,,,,,,,,,,,,,,,,
 "90190799","product",,,,,,,,,,,,,,,,,
 "88679081","product",,,,,,,,,,,,,,,,,
 "89920915","product",,,,,,,,,,,,,,,,,
 "89920911","product",,,,,,,,,,,,,,,,,
 "89631162","product",,,,,,,,,,,,,,,,,
 "90190928","product",,,,,,,,,,,,,,,,,
 "89969597","product",,,,,,,,,,,,,,,,,
 "89920956","product",,,,,,,,,,,,,,,,,
 "89920963","product",,,,,,,,,,,,,,,,,
 "90190848","product",,,,,,,,,,,,,,,,,
 "89631197","product",,,,,,,,,,,,,,,,,
 "89631198","product",,,,,,,,,,,,,,,,,
 "89718673","product",,,,,,,,,,,,,,,,,
 "89920947","product",,,,,,,,,,,,,,,,,
 "89631195","product",,,,,,,,,,,,,,,,,
 "87663389","product",,,,,,,,,,,,,,,,,
 "88679038","product",,,,,,,,,,,,,,,,,
 "89631167","product",,,,,,,,,,,,,,,,,
 "76201376","product",,,,,,,,,,,,,,,,,
 "88822759","product",,,,,,,,,,,,,,,,,
 "13429169","product",,,,,,,,,,,,,,,,,
 "89718721","product",,,,,,,,,,,,,,,,,
 "89297667","product",,,,,,,,,,,,,,,,,
 "88678314","product",,,,,,,,,,,,,,,,,
 "89920945","product",,,,,,,,,,,,,,,,,
 "89631211","product",,,,,,,,,,,,,,,,,
 "54640787","product",,,,,,,,,,,,,,,,,
 "90190740","product",,,,,,,,,,,,,,,,,
 "89631156","product",,,,,,,,,,,,,,,,,
 "89920916","product",,,,,,,,,,,,,,,,,
 "88679090","product",,,,,,,,,,,,,,,,,
 "89631201","product",,,,,,,,,,,,,,,,,
 "89920918","product",,,,,,,,,,,,,,,,,
 "89969583","product",,,,,,,,,,,,,,,,,
 "89631205","product",,,,,,,,,,,,,,,,,
 "89920960","product",,,,,,,,,,,,,,,,,
 "89920968","product",,,,,,,,,,,,,,,,,
 "89631216","product",,,,,,,,,,,,,,,,,
 "89969584","product",,,,,,,,,,,,,,,,,
 "89631226","product",,,,,,,,,,,,,,,,,
 "89920937","product",,,,,,,,,,,,,,,,,
 "89920920","product",,,,,,,,,,,,,,,,,
 "31168520","product",,,,,,,,,,,,,,,,,
 "31168521","product",,,,,,,,,,,,,,,,,
 "13429170","product",,,,,,,,,,,,,,,,,
 "13374155","product",,,,,,,,,,,,,,,,,
 "14789293","product",,,,,,,,,,,,,,,,,
 "89631160","product",,,,,,,,,,,,,,,,,
 "90190880","product",,,,,,,,,,,,,,,,,
 "89631174","product",,,,,,,,,,,,,,,,,
 "89631233","product",,,,,,,,,,,,,,,,,
 "53037033","product",,,,,,,,,,,,,,,,,
 "89631232","product",,,,,,,,,,,,,,,,,
 "89920904","product",,,,,,,,,,,,,,,,,
 "89282381","product",,,,,,,,,,,,,,,,,
 "89920907","product",,,,,,,,,,,,,,,,,
 "88679041","product",,,,,,,,,,,,,,,,,
 "86822164","product",,,,,,,,,,,,,,,,,
 "89969574","product",,,,,,,,,,,,,,,,,
 "84156686","product",,,,,,,,,,,,,,,,,
 "90190863","product",,,,,,,,,,,,,,,,,
 "89631155","product",,,,,,,,,,,,,,,,,
 "89920912","product",,,,,,,,,,,,,,,,,
 "89631214","product",,,,,,,,,,,,,,,,,
 "89631151","product",,,,,,,,,,,,,,,,,
 "89920931","product",,,,,,,,,,,,,,,,,
 "90024510","product",,,,,,,,,,,,,,,,,
 "84685808","product",,,,,,,,,,,,,,,,,
 "13374407","product",,,,,,,,,,,,,,,,,
 "13374241","product",,,,,,,,,,,,,,,,,
 "86795417","product",,,,,,,,,,,,,,,,,
 "89631150","product",,,,,,,,,,,,,,,,,
 "89631153","product",,,,,,,,,,,,,,,,,
 "89631184","product",,,,,,,,,,,,,,,,,
 "89631185","product",,,,,,,,,,,,,,,,,
 "52075116","product",,,,,,,,,,,,,,,,,
 "89631158","product",,,,,,,,,,,,,,,,,
 "89920922","product",,,,,,,,,,,,,,,,,
 "89631183","product",,,,,,,,,,,,,,,,,
 "89631163","product",,,,,,,,,,,,,,,,,
 "89920965","product",,,,,,,,,,,,,,,,,
 "89825270","product",,,,,,,,,,,,,,,,,
 "89969571","product",,,,,,,,,,,,,,,,,
 "89631169","product",,,,,,,,,,,,,,,,,
 "89920974","product",,,,,,,,,,,,,,,,,
 "82603193","product",,,,,,,,,,,,,,,,,
 "89631171","product",,,,,,,,,,,,,,,,,
 "89718791","product",,,,,,,,,,,,,,,,,
 "89631193","product",,,,,,,,,,,,,,,,,
 "78862035","product",,,,,,,,,,,,,,,,,
 "89631178","product",,,,,,,,,,,,,,,,,
 "89920924","product",,,,,,,,,,,,,,,,,
 "89920917","product",,,,,,,,,,,,,,,,,
 "89631182","product",,,,,,,,,,,,,,,,,
 "89631180","product",,,,,,,,,,,,,,,,,
 "89920938","product",,,,,,,,,,,,,,,,,
 "89920976","product",,,,,,,,,,,,,,,,,
 "89631227","product",,,,,,,,,,,,,,,,,
 "89920944","product",,,,,,,,,,,,,,,,,
 "89920973","product",,,,,,,,,,,,,,,,,
 "89297529","product",,,,,,,,,,,,,,,,,
 "14702674","product",,,,,,,,,,,,,,,,,
 "89920946","product",,,,,,,,,,,,,,,,,
 "89920952","product",,,,,,,,,,,,,,,,,
 "89920919","product",,,,,,,,,,,,,,,,,
 "54612576","product",,,,,,,,,,,,,,,,,
 "89920908","product",,,,,,,,,,,,,,,,,
 "89631154","product",,,,,,,,,,,,,,,,,
 "89631223","product",,,,,,,,,,,,,,,,,
 "89631166","product",,,,,,,,,,,,,,,,,
 "89920933","product",,,,,,,,,,,,,,,,,
 "89920966","product",,,,,,,,,,,,,,,,,
 "89631200","product",,,,,,,,,,,,,,,,,
 "89631170","product",,,,,,,,,,,,,,,,,
 "88314715","product",,,,,,,,,,,,,,,,,
 "89631231","product",,,,,,,,,,,,,,,,,
 "89631225","product",,,,,,,,,,,,,,,,,
 "89920941","product",,,,,,,,,,,,,,,,,
 "89631164","product",,,,,,,,,,,,,,,,,
 "89969575","product",,,,,,,,,,,,,,,,,
 "89282270","product",,,,,,,,,,,,,,,,,
 "89631206","product",,,,,,,,,,,,,,,,,
 "14772924","product",,,,,,,,,,,,,,,,,
 "89631165","product",,,,,,,,,,,,,,,,,
 "89920969","product",,,,,,,,,,,,,,,,,
 "89631208","product",,,,,,,,,,,,,,,,,
 "89631199","product",,,,,,,,,,,,,,,,,
 "89631159","product",,,,,,,,,,,,,,,,,
 "89920932","product",,,,,,,,,,,,,,,,,
 "89631229","product",,,,,,,,,,,,,,,,,
 "89319197","product",,,,,,,,,,,,,,,,,
 "89969585","product",,,,,,,,,,,,,,,,,
 "89825289","product",,,,,,,,,,,,,,,,,
 "89631177","product",,,,,,,,,,,,,,,,,
 "89920921","product",,,,,,,,,,,,,,,,,
 "89631228","product",,,,,,,,,,,,,,,,,
 "89631189","product",,,,,,,,,,,,,,,,,
 "89920972","product",,,,,,,,,,,,,,,,,
 "13016484","product",,,,,,,,,,,,,,,,,
 "47105836","product",,,,,,,,,,,,,,,,,
 "89825262","product",,,,,,,,,,,,,,,,,
 "75664716","product",,,,,,,,,,,,,,,,,
 "85458911","product",,,,,,,,,,,,,,,,,
 "83435921","product",,,,,,,,,,,,,,,,,
 "47134639","product",,,,,,,,,,,,,,,,,
 "82166518","product",,,,,,,,,,,,,,,,,
 "89319117","product",,,,,,,,,,,,,,,,,
 "14616337","product",,,,,,,,,,,,,,,,,
 "13242302","product",,,,,,,,,,,,,,,,,
 "14616336","product",,,,,,,,,,,,,,,,,
 "88382832","product",,,,,,,,,,,,,,,,,
 "85458912","product",,,,,,,,,,,,,,,,,
 "88314717","product",,,,,,,,,,,,,,,,,
 "84626421","product",,,,,,,,,,,,,,,,,
 "85458909","product",,,,,,,,,,,,,,,,,
 "13505877","product",,,,,,,,,,,,,,,,,
